"state","year","name","type","city","county","district","enroll","mmr","overall","xrel","xmed","xper","lat","lng"
"Arizona","2018-19","Jack Barnes Elementary","Public","Queen Creek","Maricopa",null,61,93.44,-1,null,null,4.92,33.2610038,-111.6230357
"Arizona","2018-19","Kingswood Elementary","Public","Surprise","Maricopa",null,61,93.44,-1,null,3.28,4.92,33.6415049,-112.3868851
"Arizona","2018-19","Kyrene De La Sierra","Public","Phoenix","Maricopa",null,61,93.44,-1,null,null,4.92,33.2962376,-112.0584156
"Arizona","2018-19","Robles Elementary","Public","Tucson","Pima",null,61,93.44,-1,null,null,1.64,32.067212,-111.3190047
"Arizona","2018-19","Archway Classical Academy Glendale","Charter","Peoria","Maricopa",null,91,93.41,-1,null,null,8.79,33.6945564,-112.2380264
"Arizona","2018-19","Arts Academy At Estrella Mountain","Charter","Phoenix","Maricopa",null,121,93.39,-1,null,0.83,1.65,33.4244079,-112.2566837
"Arizona","2018-19","Echo Mountain Primary","Private","Phoenix","Maricopa",null,136,93.38,-1,null,null,5.15,33.6497322,-112.0431108
"Arizona","2018-19","Acacia Elementary","Public","Phoenix","Maricopa",null,120,93.33,-1,null,null,7.5,33.6161736,-112.1246487
"Arizona","2018-19","Degrazia Elementary","Public","Tucson","Pima",null,75,93.33,-1,null,1.33,5.33,32.3735599,-111.0730297
"Arizona","2018-19","Gila Crossing Community","Public","Laveen","Maricopa",null,60,93.33,-1,null,null,null,33.2894631,-112.1599989
"Arizona","2018-19","Madison Rose Lane","Public","Phoenix","Maricopa",null,165,93.33,-1,null,null,6.67,33.5271534,-112.0572335
"Arizona","2018-19","Martin Luther King Jr Elementary","Charter","Phoenix","Maricopa",null,75,93.33,-1,null,null,2.67,33.404482,-112.032918
"Arizona","2018-19","Dilworth Brinton Elementary","Public","Mesa","Maricopa",null,74,93.24,-1,null,null,6.76,33.3965597,-111.5828991
"Arizona","2018-19","Florence K-8","Public","Florence","Pinal",null,74,93.24,-1,null,null,5.41,33.0284785,-111.3847369
"Arizona","2018-19","Mesquite Elementary","Public","Gilbert","Maricopa",null,74,93.24,-1,null,null,9.46,33.3438209,-111.7675213
"Arizona","2018-19","Bridges Elementary","Public","Gilbert","Maricopa",null,103,93.2,-1,null,1.94,10.68,33.2556059,-111.7060982
"Arizona","2018-19","Silvestre S Herrera","Public","Phoenix","Maricopa",null,44,93.18,-1,null,null,2.27,33.4349117,-112.0591877
"Arizona","2018-19","Ward Traditional Academy","Public","Tempe","Maricopa",null,44,93.18,-1,null,null,9.09,33.386853,-111.9018393
"Arizona","2018-19","Chandler Traditional Academy - Liberty Campus","Public","Chandler","Maricopa",null,117,93.16,-1,null,null,9.4,33.3125868,-111.7964647
"Arizona","2018-19","Country Gardens Charter","Charter","Laveen","Maricopa",null,29,93.1,-1,null,null,6.9,33.3902429,-112.1948105
"Arizona","2018-19","Ridgeline Academy","Charter","Phoenix","Maricopa",null,87,93.1,-1,null,null,6.9,33.7899255,-112.1208598
"Arizona","2018-19","Manuel Demiguel Elementary","Public","Flagstaff","Coconino",null,101,93.07,-1,null,null,6.93,35.1678922,-111.6812573
"Arizona","2018-19","American Leadership Academy Anthem South Campus","Charter","Florence","Pinal",null,72,93.06,-1,null,null,5.56,33.0723533,-111.4877326
"Arizona","2018-19","Holdeman Elementary","Public","Tempe","Maricopa",null,72,93.06,-1,null,null,4.17,33.4099796,-111.9596696
"Arizona","2018-19","Taylor Hicks","Public","Prescott","Yavapai",null,72,93.06,-1,null,null,11.11,34.5724834,-112.4726203
"Arizona","2018-19","Destiny","Charter","Globe","Gila",null,43,93.02,-1,null,null,6.98,33.3911484,-110.766613
"Arizona","2018-19","Kyrene De Las Lomas","Public","Phoenix","Maricopa",null,86,93.02,-1,null,null,6.98,33.3391423,-111.9956052
"Arizona","2018-19","Webster Elementary","Public","Mesa","Maricopa",null,86,93.02,-1,null,null,2.33,33.4188848,-111.8711888
"Arizona","2018-19","Naylor Middle","Public","Tucson","Pima",null,57,92.98,-1,null,3.51,1.75,32.2024269,-110.8993447
"Arizona","2018-19","Basha Elementary","Public","Chandler","Maricopa",null,71,92.96,-1,null,null,7.04,33.2537553,-111.857447
"Arizona","2018-19","Rover Elementary","Public","Tempe","Maricopa",null,71,92.96,-1,null,null,5.63,33.3697648,-111.9179998
"Arizona","2018-19","Anthem K-8","Public","Florence","Pinal",null,85,92.94,-1,null,null,7.06,33.0578995,-111.4756063
"Arizona","2018-19","Mercury Mine Elementary","Public","Phoenix","Maricopa",null,84,92.86,-1,null,null,5.95,33.5737697,-112.0223039
"Arizona","2018-19","Mexicayotl Charter","Charter","Nogales","Santa Cruz",null,28,92.86,-1,null,3.57,null,31.369546,-110.931349
"Arizona","2018-19","Painted Sky Elementary","Public","Tucson","Pima",null,56,92.86,-1,null,null,7.14,32.435504,-110.97015
"Arizona","2018-19","Peoria Traditional","Public","Peoria","Maricopa",null,42,92.86,-1,null,null,7.14,33.6755835,-112.2476218
"Arizona","2018-19","Thornydale Elementary","Public","Tucson","Pima",null,42,92.86,-1,null,null,4.76,32.3458412,-111.056566
"Arizona","2018-19","Charlotte Patterson Elementary","Public","Gilbert","Maricopa",null,139,92.81,-1,null,0.72,7.91,33.2144394,-111.7405057
"Arizona","2018-19","Round Valley Intermediate","Public","Eagar","Apache",null,125,92.8,-1,null,null,4.8,34.1075711,-109.2851326
"Arizona","2018-19","Robert And Danell Tarwater Elementary","Public","Chandler","Maricopa",null,111,92.79,-1,null,null,8.11,33.2720268,-111.866709
"Arizona","2018-19","Trailside Point Elementary","Public","Laveen","Maricopa",null,111,92.79,-1,null,null,2.7,33.3851008,-112.2148014
"Arizona","2018-19","Archway Classical Academy - Chandler","Charter","Chandler","Maricopa",null,83,92.77,-1,null,null,8.43,33.3338235,-111.8568315
"Arizona","2018-19","Alta Loma","Public","Peoria","Maricopa",null,69,92.75,-1,null,null,1.45,33.5725312,-112.2478026
"Arizona","2018-19","Augusta Ranch Elementary","Public","Mesa","Maricopa",null,138,92.75,-1,null,0.72,7.25,33.3674063,-111.6312752
"Arizona","2018-19","Esmond Station","Public","Tucson","Pima",null,69,92.75,-1,null,null,7.25,32.0820201,-110.7549341
"Arizona","2018-19","Wildflower","Public","Goodyear","Maricopa",null,69,92.75,-1,null,null,11.59,33.443122,-112.4068937
"Arizona","2018-19","Havasupai Elementary","Public","Lake Havasu City","Mohave",null,55,92.73,-1,null,null,3.64,34.509351,-114.31573
"Arizona","2018-19","Highland Park Elementary","Charter","Gilbert","Maricopa",null,110,92.73,-1,null,null,7.27,33.354782,-111.710358
"Arizona","2018-19","Kyrene De La Mirada","Public","Chandler","Maricopa",null,109,92.66,-1,null,null,8.26,33.3126251,-111.9370902
"Arizona","2018-19","Granville Elementary","Public","Prescott Valley","Yavapai",null,68,92.65,-1,null,null,7.35,34.6177913,-112.3466298
"Arizona","2018-19","John Jacobs Elementary","Public","Phoenix","Maricopa",null,68,92.65,-1,null,null,7.35,33.6176158,-112.1090948
"Arizona","2018-19","Legacy Traditional School - Casa Grande","Charter","Casa Grande","Pinal",null,136,92.65,-1,null,null,7.35,32.901193,-111.733145
"Arizona","2018-19","Saint John Xxiii Catholic","Private","Scottsdale","Maricopa",null,68,92.65,-1,null,null,8.82,33.6347058,-111.9512159
"Arizona","2018-19","Christ Lutheran","Private","Phoenix","Maricopa",null,54,92.59,-1,null,null,7.41,33.4948003,-111.997541
"Arizona","2018-19","Desert Valley Elementary","Public","Glendale","Maricopa",null,54,92.59,-1,null,null,3.7,33.6021421,-112.1933202
"Arizona","2018-19","Entz Elementary","Public","Mesa","Maricopa",null,108,92.59,-1,null,1.85,7.41,33.4306176,-111.7416322
"Arizona","2018-19","International School Of Tucson","Private","Tucson","Pima",null,27,92.59,-1,null,null,11.11,32.2473481,-110.9459695
"Arizona","2018-19","Peralta Trail Elementary","Public","Gold Canyon","Pinal",null,54,92.59,-1,null,null,5.56,33.342719,-111.427578
"Arizona","2018-19","Sunset Hills Elementary","Public","Surprise","Maricopa",null,81,92.59,-1,null,null,8.64,33.6200581,-112.4422497
"Arizona","2018-19","Noah Webster Schools - Mesa","Private","Mesa","Maricopa",null,148,92.57,-1,null,null,6.76,33.378849,-111.674566
"Arizona","2018-19","Franklin Elementary","Public","Mesa","Maricopa",null,94,92.55,-1,null,null,7.45,33.4003899,-111.7941436
"Arizona","2018-19","Las Sendas Elementary","Public","Mesa","Maricopa",null,94,92.55,-1,null,null,7.45,33.4729497,-111.6775167
"Arizona","2018-19","Washington Elementary School-85202","Public","Mesa","Maricopa",null,67,92.54,-1,null,null,7.46,33.3842985,-111.880194
"Arizona","2018-19","Westar Elementary","Public","Goodyear","Maricopa",null,67,92.54,-1,null,null,10.45,33.3255355,-112.4316609
"Arizona","2018-19","Center For Academic Success #5","Charter","Sierra Vista","Cochise",null,40,92.5,-1,null,null,7.5,31.557625,-110.290178
"Arizona","2018-19","Legacy Traditional School - North Chandler","Charter","Chandler","Maricopa",null,120,92.5,-1,null,null,7.5,33.3341108,-111.8254036
"Arizona","2018-19","Pioneer Elementary School-85234","Public","Gilbert","Maricopa",null,80,92.5,-1,null,null,7.5,33.376456,-111.737999
"Arizona","2018-19","Sonoran Sky Elementary School-85260","Public","Scottsdale","Maricopa",null,93,92.47,-1,null,1.08,10.75,33.602699,-111.920708
"Arizona","2018-19","Bernard Black Elementary","Public","Phoenix","Maricopa",null,53,92.45,-1,null,null,5.66,33.38831,-112.117302
"Arizona","2018-19","Chaparral Elementary School-85295","Public","Gilbert","Maricopa",null,132,92.42,-1,null,null,3.79,33.301223,-111.7174025
"Arizona","2018-19","Leman Academy Of Excellence - Marana","Charter","Tucson","Pima",null,132,92.42,-1,null,0.76,8.33,32.3474053,-111.0967126
"Arizona","2018-19","Audrey & Robert Ryan Elementary","Public","Chandler","Maricopa",null,79,92.41,-1,null,1.27,7.59,33.2384452,-111.7804599
"Arizona","2018-19","Sonoran Heights Elementary","Public","Surprise","Maricopa",null,79,92.41,-1,null,1.27,10.13,33.5880883,-112.4003293
"Arizona","2018-19","Basis - Scottsdale Primary West Campus","Charter","Scottsdale","Maricopa",null,92,92.39,-1,null,1.09,6.52,33.6299188,-111.9181112
"Arizona","2018-19","Legend Springs Elementary","Public","Glendale","Maricopa",null,92,92.39,-1,null,null,7.61,33.677765,-112.192254
"Arizona","2018-19","Ellsworth Elementary","Public","Queen Creek","Pinal",null,105,92.38,-1,null,null,7.62,33.2283449,-111.5552573
"Arizona","2018-19","Basis Phoenix Central Primary","Charter","Phoenix","Maricopa",null,104,92.31,-1,null,null,7.69,33.4919392,-112.0711963
"Arizona","2018-19","Combs Traditional","Public","San Tan Valley","Pinal",null,52,92.31,-1,null,null,9.62,33.2186792,-111.5618286
"Arizona","2018-19","C W Mcgraw Elementary","Public","Yuma","Yuma",null,90,92.22,-1,null,null,1.11,32.6854325,-114.6152072
"Arizona","2018-19","Cimarron Springs Elementary","Public","Surprise","Maricopa",null,90,92.22,-1,null,null,7.78,33.627252,-112.4257937
"Arizona","2018-19","Horseshoe Trails Elementary","Public","Phoenix","Maricopa",null,90,92.22,-1,null,null,7.78,33.7322765,-111.9667811
"Arizona","2018-19","Stetson Hills Elementary","Public","Glendale","Maricopa",null,90,92.22,-1,null,null,8.89,33.717776,-112.150806
"Arizona","2018-19","Paradise Honors Middle","Charter","Surprise","Maricopa",null,191,92.15,-1,null,null,8.38,33.6003278,-112.4348541
"Arizona","2018-19","Cavett Elementary","Public","Tucson","Pima",null,38,92.11,-1,null,2.63,2.63,32.1883298,-110.9400923
"Arizona","2018-19","Ed & Verma Pastor Elementary","Public","Phoenix","Maricopa",null,38,92.11,-1,null,null,5.26,33.3872969,-112.104358
"Arizona","2018-19","Gilbert Elementary","Public","Gilbert","Maricopa",null,76,92.11,-1,null,null,7.89,33.3493479,-111.7923326
"Arizona","2018-19","Liberty Traditional Charter","Charter","Phoenix","Maricopa",null,38,92.11,-1,null,null,null,33.494425,-112.16568
"Arizona","2018-19","Roosevelt","Public","Yuma","Yuma",null,38,92.11,-1,null,null,5.26,32.7182019,-114.6264111
"Arizona","2018-19","Desert Shadows Elementary","Public","Scottsdale","Maricopa",null,63,92.06,-1,null,null,4.76,33.6060362,-111.9537305
"Arizona","2018-19","Desert Willow Elementary","Public","Casa Grande","Pinal",null,63,92.06,-1,null,null,4.76,32.9146758,-111.7117199
"Arizona","2018-19","Kinsey Inquiry And Discovery","Public","Flagstaff","Coconino",null,63,92.06,-1,null,null,11.11,35.1805058,-111.6488383
"Arizona","2018-19","Prescott Valley","Charter","Prescott Valley","Yavapai",null,63,92.06,-1,null,null,9.52,34.5820292,-112.299899
"Arizona","2018-19","Happy Valley School - East Campus","Charter","Queen Creek","Pinal",null,88,92.05,-1,null,null,11.36,33.2594271,-111.5623269
"Arizona","2018-19","Griffith Elementary","Public","Phoenix","Maricopa",null,100,92,-1,null,2,2,33.4685778,-111.9830833
"Arizona","2018-19","Rogers Ranch","Public","Laveen","Maricopa",null,125,92,-1,null,null,7.2,33.3852284,-112.159555
"Arizona","2018-19","Sahuaro Ranch Elementary","Public","Glendale","Maricopa",null,75,92,-1,null,null,null,33.579647,-112.194647
"Arizona","2018-19","Cactus Wren Elementary","Public","Phoenix","Maricopa",null,62,91.94,-1,null,null,11.29,33.5742265,-112.144036
"Arizona","2018-19","Academy Of Tucson Elementary","Charter","Tucson","Pima",null,37,91.89,-1,null,null,13.51,32.2439556,-110.7963135
"Arizona","2018-19","American Leadership Academy - San Tan","Charter","Queen Creek","Maricopa",null,111,91.89,-1,null,0.9,11.71,33.194201,-111.590436
"Arizona","2018-19","Canyon Rim Elementary","Public","Mesa","Maricopa",null,111,91.89,-1,null,null,8.11,33.3605634,-111.6276118
"Arizona","2018-19","Mayer Elementary","Public","Mayer","Yavapai",null,37,91.89,-1,null,null,8.11,34.4013428,-112.2430953
"Arizona","2018-19","Noah Webster Schools-Pima","Charter","Scottsdale","Maricopa",null,74,91.89,-1,null,null,8.11,33.515195,-111.891563
"Arizona","2018-19","Manzanita Elementary","Public","Kingman","Mohave",null,123,91.87,-1,null,null,8.94,35.214669,-114.0174322
"Arizona","2018-19","Burk Elementary","Public","Gilbert","Maricopa",null,61,91.8,-1,null,3.28,1.64,33.3589846,-111.7812753
"Arizona","2018-19","Desert Star","Public","Goodyear","Maricopa",null,61,91.8,-1,null,1.64,4.92,33.427006,-112.396209
"Arizona","2018-19","Milestones Charter","Charter","Phoenix","Maricopa",null,61,91.8,-1,null,null,4.92,33.6507837,-111.9790649
"Arizona","2018-19","Village Meadows Elementary","Public","Phoenix","Maricopa",null,73,91.78,-1,null,null,6.85,33.6491904,-112.1035734
"Arizona","2018-19","Christ The King Catholic","Private","Mesa","Maricopa",null,24,91.67,-1,null,null,8.33,33.411591,-111.7973202
"Arizona","2018-19","Desert Harbor Elementary","Charter","Peoria","Maricopa",null,72,91.67,-1,null,null,null,33.6254719,-112.2529319
"Arizona","2018-19","Great Hearts Academies - Archway Veritas","Charter","Phoenix","Maricopa",null,120,91.67,-1,null,0.83,15,33.4842491,-111.9622693
"Arizona","2018-19","Kerr Elementary","Public","Mesa","Maricopa",null,72,91.67,-1,null,null,6.94,33.4436479,-111.8281293
"Arizona","2018-19","Le Pera Elementary","Public","Parker","La Paz",null,24,91.67,-1,null,null,null,33.941498,-114.4323891
"Arizona","2018-19","Mountain View Elementary","Public","Prescott Valley","Yavapai",null,60,91.67,-1,null,null,8.33,34.6035623,-112.3135418
"Arizona","2018-19","Mountain View Preparatory","Public","Cottonwood","Yavapai",null,48,91.67,-1,null,null,8.33,34.6974801,-111.9933735
"Arizona","2018-19","Paragon Science Academy","Charter","Chandler","Maricopa",null,48,91.67,-1,null,null,8.33,33.317256,-111.892815
"Arizona","2018-19","Sun Valley Elementary","Public","Peoria","Maricopa",null,84,91.67,-1,null,null,3.57,33.5582457,-112.2632646
"Arizona","2018-19","Ira A Fulton Elementary","Public","Chandler","Maricopa",null,107,91.59,-1,null,null,12.15,33.2359902,-111.8467977
"Arizona","2018-19","Haley Elementary","Public","Chandler","Maricopa",null,142,91.55,-1,null,0.7,11.27,33.2569149,-111.775528
"Arizona","2018-19","Santa Cruz Elementary","Public","Maricopa","Pinal",null,71,91.55,-1,null,null,9.86,33.0598508,-111.9551876
"Arizona","2018-19","Estrella Mountain Elementary","Public","Goodyear","Maricopa",null,47,91.49,-1,null,null,8.51,33.3528516,-112.4435365
"Arizona","2018-19","Falcon Hill Elementary","Public","Mesa","Maricopa",null,94,91.49,-1,null,null,9.57,33.4465807,-111.6734183
"Arizona","2018-19","Palm Valley Elementary","Public","Avondale","Maricopa",null,117,91.45,-1,null,null,7.69,33.4776779,-112.3495778
"Arizona","2018-19","James Kendall Zaharis Elementary","Public","Mesa","Maricopa",null,105,91.43,-1,null,null,6.67,33.4551951,-111.6276759
"Arizona","2018-19","Ocotillo Ridge Elementary","Public","Vail","Pima",null,70,91.43,-1,null,1.43,4.29,32.0672105,-110.7033276
"Arizona","2018-19","Terramar Elementary","Public","Peoria","Maricopa",null,93,91.4,-1,null,null,10.75,33.7117716,-112.2095406
"Arizona","2018-19","Copperwood","Public","Glendale","Maricopa",null,81,91.36,-1,null,null,6.17,33.5879273,-112.1996868
"Arizona","2018-19","Advance U","Charter","Phoenix","Maricopa",null,23,91.3,-1,null,null,8.7,33.392013,-112.068009
"Arizona","2018-19","American Leadership Academy - Mesa","Charter","Mesa","Maricopa",null,69,91.3,-1,null,null,11.59,33.3333953,-111.5910849
"Arizona","2018-19","Colegio Petite","Private","Nogales","Santa Cruz",null,46,91.3,-1,null,null,2.17,31.3479088,-110.9276584
"Arizona","2018-19","Kyrene Del Milenio","Public","Phoenix","Maricopa",null,92,91.3,-1,null,null,6.52,33.298655,-111.9835997
"Arizona","2018-19","Porfirio H. Gonzales Elementary","Public","Tolleson","Maricopa",null,92,91.3,-1,null,null,2.17,33.4559517,-112.2615009
"Arizona","2018-19","Self Development Charter","Charter","Mesa","Maricopa",null,92,91.3,-1,null,null,8.7,33.446484,-111.735352
"Arizona","2018-19","Verrado Heritage Elementary","Public","Buckeye","Maricopa",null,92,91.3,-1,null,null,7.61,33.4776022,-112.5085894
"Arizona","2018-19","Westland School Brighton Campus","Charter","Glendale","Maricopa",null,23,91.3,-1,null,null,null,33.553842,-112.245677
"Arizona","2018-19","Dysart Elementary","Public","El Mirage","Maricopa",null,80,91.25,-1,null,null,8.75,33.588014,-112.33862
"Arizona","2018-19","Imagine Elementary At Desert West","Charter","Phoenix","Maricopa",null,160,91.25,-1,null,null,10,33.4669635,-112.2051496
"Arizona","2018-19","Vistancia Elementary","Public","Peoria","Maricopa",null,124,91.13,-1,null,null,7.26,33.755255,-112.332093
"Arizona","2018-19","Abia Judd Elementary","Public","Prescott","Yavapai",null,90,91.11,-1,null,null,1.11,34.5715249,-112.4988067
"Arizona","2018-19","Copper Ridge","Public","Scottsdale","Maricopa",null,45,91.11,-1,null,null,8.89,33.6672388,-111.8649148
"Arizona","2018-19","Heritage","Public","Glendale","Maricopa",null,45,91.11,-1,null,6.67,4.44,33.5750958,-112.174272
"Arizona","2018-19","Johnson Elementary","Public","Mesa","Maricopa",null,90,91.11,-1,null,null,10,33.4002155,-111.7479973
"Arizona","2018-19","Saint Gregory","Private","Phoenix","Maricopa",null,45,91.11,-1,null,null,6.67,33.4882588,-112.0983892
"Arizona","2018-19","Kyrene Del Cielo","Public","Chandler","Maricopa",null,112,91.07,-1,null,null,4.46,33.326902,-111.9175026
"Arizona","2018-19","Oasis Elementary","Public","Peoria","Maricopa",null,78,91.03,-1,null,null,6.41,33.6018136,-112.226852
"Arizona","2018-19","Sequoia Pathway Academy","Charter","Maricopa","Pinal",null,78,91.03,-1,null,null,8.97,33.0555862,-112.0100783
"Arizona","2018-19","Sunrise Elementary","Public","Bullhead City","Mohave",null,89,91.01,-1,null,null,6.74,35.157487,-114.544291
"Arizona","2018-19","Kingman Academy Of Learning - Primary","Charter","Kingman","Mohave",null,100,91,-1,null,2,8,35.223614,-114.0282912
"Arizona","2018-19","Biltmore Preparatory Academy","Public","Phoenix","Maricopa",null,77,90.91,-1,null,5.19,5.19,33.505275,-112.0095222
"Arizona","2018-19","Center For Academic Success #3","Charter","Douglas","Cochise",null,33,90.91,-1,null,null,null,31.3372224,-109.5475932
"Arizona","2018-19","Children Reaching For The Sky Preparatory","Charter","Tucson","Pima",null,33,90.91,-1,null,null,6.06,32.2003814,-110.9102104
"Arizona","2018-19","Cottonwood Community","Public","Cottonwood","Yavapai",null,66,90.91,-1,null,null,9.09,34.7403162,-112.0243375
"Arizona","2018-19","Desert Thunder","Public","Goodyear","Maricopa",null,99,90.91,-1,null,null,6.06,33.4565765,-112.4183431
"Arizona","2018-19","Edison Elementary","Public","Mesa","Maricopa",null,99,90.91,-1,null,null,10.1,33.4251497,-111.8129689
"Arizona","2018-19","Mesa Arts Academy","Charter","Mesa","Maricopa",null,22,90.91,-1,null,null,9.09,33.403925,-111.8362292
"Arizona","2018-19","Mohave Accelerated Elementary East","Charter","Bullhead City","Mohave",null,22,90.91,-1,null,null,null,35.158235,-114.546283
"Arizona","2018-19","Picture Rocks Elementary","Public","Tucson","Pima",null,77,90.91,-1,null,null,6.49,32.311427,-111.236094
"Arizona","2018-19","Summit Academy","Public","Chandler","Maricopa",null,88,90.91,-1,null,null,10.23,33.3554202,-111.8706247
"Arizona","2018-19","Adams Traditional Academy","Charter","Phoenix","Maricopa",null,109,90.83,-1,null,null,9.17,33.695116,-112.11
"Arizona","2018-19","Wildfire Elementary","Public","Phoenix","Maricopa",null,65,90.77,-1,null,null,9.23,33.6933221,-111.9879909
"Arizona","2018-19","Payson Elementary","Public","Payson","Gila",null,162,90.74,-1,null,0.62,11.11,34.2611429,-111.3155228
"Arizona","2018-19","Sonoran Sky Elementary School-85307","Public","Glendale","Maricopa",null,54,90.74,-1,null,null,7.41,33.5165579,-112.2775007
"Arizona","2018-19","Franklin At Brimhall Elementary","Public","Mesa","Maricopa",null,140,90.71,-1,null,null,11.43,33.3925647,-111.7250132
"Arizona","2018-19","Greenway Elementary","Public","Bisbee","Cochise",null,43,90.7,-1,null,null,null,31.4168399,-109.88109
"Arizona","2018-19","Hassayampa Elementary","Public","Wickenburg","Maricopa",null,43,90.7,-1,null,null,4.65,33.9686381,-112.7281653
"Arizona","2018-19","Legacy Traditional Charter School - Laveen Village","Charter","Laveen","Maricopa",null,118,90.68,-1,null,0.85,7.63,33.3750516,-112.1528722
"Arizona","2018-19","Legacy Traditional School- East Mesa","Charter","Mesa","Maricopa",null,128,90.63,-1,null,null,12.5,33.3632471,-111.6025476
"Arizona","2018-19","Trinity Lutheran Elementary","Private","Litchfield Park","Maricopa",null,32,90.63,-1,null,null,12.5,33.4918603,-112.3434556
"Arizona","2018-19","Marion Donaldson Elementary","Public","Tucson","Pima",null,53,90.57,-1,null,null,5.66,32.333323,-111.0118027
"Arizona","2018-19","Kyrene De La Paloma","Public","Chandler","Maricopa",null,74,90.54,-1,null,null,9.46,33.2957416,-111.9317274
"Arizona","2018-19","Quartz Hill Elementary","Public","Gilbert","Maricopa",null,74,90.54,-1,null,1.35,9.46,33.2837208,-111.7604479
"Arizona","2018-19","Taylor Elementary","Public","Taylor","Navajo",null,73,90.41,-1,null,null,9.59,34.464464,-110.0854577
"Arizona","2018-19","Mountain Shadows Elementary","Public","Glendale","Maricopa",null,52,90.38,-1,null,null,9.62,33.663381,-112.1579705
"Arizona","2018-19","Center For Educational Excellence","Charter","Tempe","Maricopa",null,31,90.32,-1,null,null,9.68,33.350022,-111.9136618
"Arizona","2018-19","Cherokee Elementary","Charter","Scottsdale","Maricopa",null,124,90.32,-1,null,null,6.45,33.5653464,-111.958795
"Arizona","2018-19","Desert Mountain","Public","Phoenix","Maricopa",null,62,90.32,-1,null,null,11.29,33.8104947,-112.0786203
"Arizona","2018-19","Akimel O'Otham Pee Posh","Charter","Coolidge","Pinal",null,82,90.24,-1,null,null,null,33.0319159,-111.5792895
"Arizona","2018-19","John R Davis","Public","Phoenix","Maricopa",null,41,90.24,-1,null,null,7.32,33.390289,-112.089797
"Arizona","2018-19","Sandpiper Elementary","Public","Scottsdale","Maricopa",null,92,90.22,-1,null,null,6.52,33.615913,-111.93554
"Arizona","2018-19","Leading Edge Academy - Mountain View Campus","Charter","Queen Creek","Pinal",null,51,90.2,-1,null,null,9.8,33.1984634,-111.6174996
"Arizona","2018-19","Longview Elementary","Public","Phoenix","Maricopa",null,71,90.14,-1,null,null,1.41,33.4937828,-112.0558509
"Arizona","2018-19","Redfield Elementary","Public","Scottsdale","Maricopa",null,71,90.14,-1,null,null,7.04,33.6145255,-111.8838027
"Arizona","2018-19","Frontier Elementary","Public","Peoria","Maricopa",null,91,90.11,-1,null,1.1,9.89,33.6754547,-112.2327715
"Arizona","2018-19","Liberty Traditional","Public","Prescott Valley","Yavapai",null,91,90.11,-1,null,null,9.89,34.5919508,-112.3348946
"Arizona","2018-19","Desert Trails Elementary","Public","Phoenix","Maricopa",null,100,90,-1,null,null,10,33.6904692,-111.9799043
"Arizona","2018-19","Field Elementary","Public","Mesa","Maricopa",null,90,90,-1,null,1.11,10,33.4294178,-111.7811251
"Arizona","2018-19","Highland Elementary","Public","Mesa","Maricopa",null,110,90,-1,null,null,10.91,33.4307426,-111.7653787
"Arizona","2018-19","Navajo Elementary","Public","Scottsdale","Maricopa",null,50,90,-1,null,null,12,33.4721259,-111.918651
"Arizona","2018-19","Sequoia Pathfinder Academy At Eastmark","Charter","Mesa","Maricopa",null,40,90,-1,null,null,10,33.3277405,-111.6184329
"Arizona","2018-19","Jack Daley Primary","Public","Thatcher","Graham",null,119,89.92,-1,null,null,11.76,32.8508736,-109.7590089
"Arizona","2018-19","Riggs Elementary","Public","Gilbert","Maricopa",null,109,89.91,-1,null,0.92,12.84,33.224617,-111.712988
"Arizona","2018-19","Challenge Charter","Charter","Glendale","Maricopa",null,79,89.87,-1,null,null,11.39,33.6426953,-112.1840539
"Arizona","2018-19","Marilyn Thiele Wilson","Public","Mesa","Maricopa",null,108,89.81,-1,null,0.93,7.41,33.3909612,-111.7112911
"Arizona","2018-19","Gilbert Christian Elementary & Middle","Private","Gilbert","Maricopa",null,49,89.8,-1,null,null,12.24,33.3242896,-111.7273981
"Arizona","2018-19","Basis Phoenix South Primary","Charter","Phoenix","Maricopa",null,88,89.77,-1,null,null,10.23,33.3944824,-112.0999907
"Arizona","2018-19","Beaver Creek","Public","Rimrock","Yavapai",null,39,89.74,-1,null,null,10.26,34.6560043,-111.7657134
"Arizona","2018-19","Legacy Traditional Charter School - Gilbert","Charter","Gilbert","Maricopa",null,117,89.74,-1,null,null,10.26,33.3007864,-111.7030899
"Arizona","2018-19","Val Vista Academy - A Ball Charter","Charter","Gilbert","Maricopa",null,39,89.74,-1,null,null,10.26,33.2755538,-111.7566554
"Arizona","2018-19","Constitution Elementary","Public","Phoenix","Maricopa",null,107,89.72,-1,null,null,11.21,33.6529216,-112.0925801
"Arizona","2018-19","Parkridge Elementary","Public","Peoria","Maricopa",null,97,89.69,-1,null,null,5.15,33.6677487,-112.2743157
"Arizona","2018-19","The Paideia Academy Of South Phoenix","Charter","Phoenix","Maricopa",null,115,89.57,-1,null,null,1.74,33.3761544,-112.04858
"Arizona","2018-19","Paseo Hills Elementary","Public","Phoenix","Maricopa",null,86,89.53,-1,null,null,6.98,33.68721,-112.129823
"Arizona","2018-19","Copper Trails Elementary","Public","Goodyear","Maricopa",null,95,89.47,-1,null,2.11,9.47,33.4427113,-112.4211263
"Arizona","2018-19","Marley Park Elementary","Public","Surprise","Maricopa",null,85,89.41,-1,null,null,12.94,33.6039581,-112.3833698
