ds,unique_id,y
2011-10-01,Durable Goods: Primary Metals,395.9
2011-11-01,Durable Goods: Primary Metals,397.3
2011-12-01,Durable Goods: Primary Metals,397.8
2012-01-01,Durable Goods: Primary Metals,399
2012-02-01,Durable Goods: Primary Metals,398.9
2012-03-01,Durable Goods: Primary Metals,399.9
2012-04-01,Durable Goods: Primary Metals,401.7
2012-05-01,Durable Goods: Primary Metals,404.5
2012-06-01,Durable Goods: Primary Metals,406
2012-07-01,Durable Goods: Primary Metals,406.9
2012-08-01,Durable Goods: Primary Metals,405.2
2012-09-01,Durable Goods: Primary Metals,402.2
2012-10-01,Durable Goods: Primary Metals,402.5
2012-11-01,Durable Goods: Primary Metals,399
2012-12-01,Durable Goods: Primary Metals,397.6
2013-01-01,Durable Goods: Primary Metals,397.9
2013-02-01,Durable Goods: Primary Metals,395.3
2013-03-01,Durable Goods: Primary Metals,397.7
2013-04-01,Durable Goods: Primary Metals,397.5
2013-05-01,Durable Goods: Primary Metals,397.2
2013-06-01,Durable Goods: Primary Metals,395.6
2013-07-01,Durable Goods: Primary Metals,391.6
2013-08-01,Durable Goods: Primary Metals,394.8
2013-09-01,Durable Goods: Primary Metals,394.7
2013-10-01,Durable Goods: Primary Metals,392.6
2013-11-01,Durable Goods: Primary Metals,393
2013-12-01,Durable Goods: Primary Metals,396.1
2014-01-01,Durable Goods: Primary Metals,394.9
2014-02-01,Durable Goods: Primary Metals,395.1
2014-03-01,Durable Goods: Primary Metals,396.3
2014-04-01,Durable Goods: Primary Metals,396.1
2014-05-01,Durable Goods: Primary Metals,397.8
2014-06-01,Durable Goods: Primary Metals,399.3
2014-07-01,Durable Goods: Primary Metals,399.2
2014-08-01,Durable Goods: Primary Metals,399.2
2014-09-01,Durable Goods: Primary Metals,400.8
2014-10-01,Durable Goods: Primary Metals,400.6
2014-11-01,Durable Goods: Primary Metals,401.1
2014-12-01,Durable Goods: Primary Metals,403.7
2015-01-01,Durable Goods: Primary Metals,402.6
2015-02-01,Durable Goods: Primary Metals,399.6
2015-03-01,Durable Goods: Primary Metals,399.7
2015-04-01,Durable Goods: Primary Metals,396.4
2015-05-01,Durable Goods: Primary Metals,395.2
2015-06-01,Durable Goods: Primary Metals,397.2
2015-07-01,Durable Goods: Primary Metals,394.4
2015-08-01,Durable Goods: Primary Metals,392.5
2015-09-01,Durable Goods: Primary Metals,388.8
2015-10-01,Durable Goods: Primary Metals,387.9
2015-11-01,Durable Goods: Primary Metals,387.1
2015-12-01,Durable Goods: Primary Metals,386.6
2016-01-01,Durable Goods: Primary Metals,384.8
2016-02-01,Durable Goods: Primary Metals,381.7
2016-03-01,Durable Goods: Primary Metals,379.8
2016-04-01,Durable Goods: Primary Metals,376.7
2016-05-01,Durable Goods: Primary Metals,376.2
2016-06-01,Durable Goods: Primary Metals,375.2
2016-07-01,Durable Goods: Primary Metals,372.9
2016-08-01,Durable Goods: Primary Metals,370.8
2016-09-01,Durable Goods: Primary Metals,369.8
2016-10-01,Durable Goods: Primary Metals,369.7
2016-11-01,Durable Goods: Primary Metals,367
2016-12-01,Durable Goods: Primary Metals,369
2017-01-01,Durable Goods: Primary Metals,368.6
2017-02-01,Durable Goods: Primary Metals,368.2
2017-03-01,Durable Goods: Primary Metals,368
2017-04-01,Durable Goods: Primary Metals,368.6
2017-05-01,Durable Goods: Primary Metals,370.3
2017-06-01,Durable Goods: Primary Metals,372.8
2017-07-01,Durable Goods: Primary Metals,372.6
2017-08-01,Durable Goods: Primary Metals,373.2
2017-09-01,Durable Goods: Primary Metals,371.6
2017-10-01,Durable Goods: Primary Metals,372.1
2017-11-01,Durable Goods: Primary Metals,372.1
2017-12-01,Durable Goods: Primary Metals,377.1
2018-01-01,Durable Goods: Primary Metals,375.2
2018-02-01,Durable Goods: Primary Metals,377.1
2018-03-01,Durable Goods: Primary Metals,376.2
2018-04-01,Durable Goods: Primary Metals,376.3
2018-05-01,Durable Goods: Primary Metals,375.8
2018-06-01,Durable Goods: Primary Metals,379.4
2018-07-01,Durable Goods: Primary Metals,377.5
2018-08-01,Durable Goods: Primary Metals,378.4
2018-09-01,Durable Goods: Primary Metals,377.9
2018-10-01,Durable Goods: Primary Metals,377.9
2018-11-01,Durable Goods: Primary Metals,380.2
2018-12-01,Durable Goods: Primary Metals,384
2019-01-01,Durable Goods: Primary Metals,382.8
2019-02-01,Durable Goods: Primary Metals,383.8
2019-03-01,Durable Goods: Primary Metals,383.4
2019-04-01,Durable Goods: Primary Metals,381.5
2019-05-01,Durable Goods: Primary Metals,381.4
2019-06-01,Durable Goods: Primary Metals,382.3
2019-07-01,Durable Goods: Primary Metals,379.4
2019-08-01,Durable Goods: Primary Metals,379.2
2019-09-01,Durable Goods: Primary Metals,376.9
1939-01-01,Durable Goods: Fabricated Metal Products,NA
1939-02-01,Durable Goods: Fabricated Metal Products,NA
1939-03-01,Durable Goods: Fabricated Metal Products,NA
1939-04-01,Durable Goods: Fabricated Metal Products,NA
1939-05-01,Durable Goods: Fabricated Metal Products,NA
1939-06-01,Durable Goods: Fabricated Metal Products,NA
1939-07-01,Durable Goods: Fabricated Metal Products,NA
1939-08-01,Durable Goods: Fabricated Metal Products,NA
1939-09-01,Durable Goods: Fabricated Metal Products,NA
1939-10-01,Durable Goods: Fabricated Metal Products,NA
1939-11-01,Durable Goods: Fabricated Metal Products,NA
1939-12-01,Durable Goods: Fabricated Metal Products,NA
1940-01-01,Durable Goods: Fabricated Metal Products,NA
1940-02-01,Durable Goods: Fabricated Metal Products,NA
1940-03-01,Durable Goods: Fabricated Metal Products,NA
1940-04-01,Durable Goods: Fabricated Metal Products,NA
1940-05-01,Durable Goods: Fabricated Metal Products,NA
1940-06-01,Durable Goods: Fabricated Metal Products,NA
1940-07-01,Durable Goods: Fabricated Metal Products,NA
1940-08-01,Durable Goods: Fabricated Metal Products,NA
1940-09-01,Durable Goods: Fabricated Metal Products,NA
1940-10-01,Durable Goods: Fabricated Metal Products,NA
1940-11-01,Durable Goods: Fabricated Metal Products,NA
1940-12-01,Durable Goods: Fabricated Metal Products,NA
1941-01-01,Durable Goods: Fabricated Metal Products,NA
1941-02-01,Durable Goods: Fabricated Metal Products,NA
1941-03-01,Durable Goods: Fabricated Metal Products,NA
1941-04-01,Durable Goods: Fabricated Metal Products,NA
1941-05-01,Durable Goods: Fabricated Metal Products,NA
1941-06-01,Durable Goods: Fabricated Metal Products,NA
1941-07-01,Durable Goods: Fabricated Metal Products,NA
1941-08-01,Durable Goods: Fabricated Metal Products,NA
1941-09-01,Durable Goods: Fabricated Metal Products,NA
1941-10-01,Durable Goods: Fabricated Metal Products,NA
1941-11-01,Durable Goods: Fabricated Metal Products,NA
1941-12-01,Durable Goods: Fabricated Metal Products,NA
1942-01-01,Durable Goods: Fabricated Metal Products,NA
1942-02-01,Durable Goods: Fabricated Metal Products,NA
1942-03-01,Durable Goods: Fabricated Metal Products,NA
1942-04-01,Durable Goods: Fabricated Metal Products,NA
1942-05-01,Durable Goods: Fabricated Metal Products,NA
1942-06-01,Durable Goods: Fabricated Metal Products,NA
1942-07-01,Durable Goods: Fabricated Metal Products,NA
1942-08-01,Durable Goods: Fabricated Metal Products,NA
1942-09-01,Durable Goods: Fabricated Metal Products,NA
1942-10-01,Durable Goods: Fabricated Metal Products,NA
1942-11-01,Durable Goods: Fabricated Metal Products,NA
1942-12-01,Durable Goods: Fabricated Metal Products,NA
1943-01-01,Durable Goods: Fabricated Metal Products,NA
1943-02-01,Durable Goods: Fabricated Metal Products,NA
1943-03-01,Durable Goods: Fabricated Metal Products,NA
1943-04-01,Durable Goods: Fabricated Metal Products,NA
1943-05-01,Durable Goods: Fabricated Metal Products,NA
1943-06-01,Durable Goods: Fabricated Metal Products,NA
1943-07-01,Durable Goods: Fabricated Metal Products,NA
1943-08-01,Durable Goods: Fabricated Metal Products,NA
1943-09-01,Durable Goods: Fabricated Metal Products,NA
1943-10-01,Durable Goods: Fabricated Metal Products,NA
1943-11-01,Durable Goods: Fabricated Metal Products,NA
1943-12-01,Durable Goods: Fabricated Metal Products,NA
1944-01-01,Durable Goods: Fabricated Metal Products,NA
1944-02-01,Durable Goods: Fabricated Metal Products,NA
1944-03-01,Durable Goods: Fabricated Metal Products,NA
1944-04-01,Durable Goods: Fabricated Metal Products,NA
1944-05-01,Durable Goods: Fabricated Metal Products,NA
1944-06-01,Durable Goods: Fabricated Metal Products,NA
1944-07-01,Durable Goods: Fabricated Metal Products,NA
1944-08-01,Durable Goods: Fabricated Metal Products,NA
1944-09-01,Durable Goods: Fabricated Metal Products,NA
1944-10-01,Durable Goods: Fabricated Metal Products,NA
1944-11-01,Durable Goods: Fabricated Metal Products,NA
1944-12-01,Durable Goods: Fabricated Metal Products,NA
1945-01-01,Durable Goods: Fabricated Metal Products,NA
1945-02-01,Durable Goods: Fabricated Metal Products,NA
1945-03-01,Durable Goods: Fabricated Metal Products,NA
1945-04-01,Durable Goods: Fabricated Metal Products,NA
1945-05-01,Durable Goods: Fabricated Metal Products,NA
1945-06-01,Durable Goods: Fabricated Metal Products,NA
1945-07-01,Durable Goods: Fabricated Metal Products,NA
1945-08-01,Durable Goods: Fabricated Metal Products,NA
1945-09-01,Durable Goods: Fabricated Metal Products,NA
1945-10-01,Durable Goods: Fabricated Metal Products,NA
1945-11-01,Durable Goods: Fabricated Metal Products,NA
1945-12-01,Durable Goods: Fabricated Metal Products,NA
1946-01-01,Durable Goods: Fabricated Metal Products,NA
1946-02-01,Durable Goods: Fabricated Metal Products,NA
1946-03-01,Durable Goods: Fabricated Metal Products,NA
1946-04-01,Durable Goods: Fabricated Metal Products,NA
1946-05-01,Durable Goods: Fabricated Metal Products,NA
1946-06-01,Durable Goods: Fabricated Metal Products,NA
1946-07-01,Durable Goods: Fabricated Metal Products,NA
1946-08-01,Durable Goods: Fabricated Metal Products,NA
1946-09-01,Durable Goods: Fabricated Metal Products,NA
1946-10-01,Durable Goods: Fabricated Metal Products,NA
1946-11-01,Durable Goods: Fabricated Metal Products,NA
1946-12-01,Durable Goods: Fabricated Metal Products,NA
1947-01-01,Durable Goods: Fabricated Metal Products,NA
1947-02-01,Durable Goods: Fabricated Metal Products,NA
1947-03-01,Durable Goods: Fabricated Metal Products,NA
1947-04-01,Durable Goods: Fabricated Metal Products,NA
1947-05-01,Durable Goods: Fabricated Metal Products,NA
1947-06-01,Durable Goods: Fabricated Metal Products,NA
1947-07-01,Durable Goods: Fabricated Metal Products,NA
1947-08-01,Durable Goods: Fabricated Metal Products,NA
1947-09-01,Durable Goods: Fabricated Metal Products,NA
1947-10-01,Durable Goods: Fabricated Metal Products,NA
1947-11-01,Durable Goods: Fabricated Metal Products,NA
1947-12-01,Durable Goods: Fabricated Metal Products,NA
1948-01-01,Durable Goods: Fabricated Metal Products,NA
1948-02-01,Durable Goods: Fabricated Metal Products,NA
1948-03-01,Durable Goods: Fabricated Metal Products,NA
1948-04-01,Durable Goods: Fabricated Metal Products,NA
1948-05-01,Durable Goods: Fabricated Metal Products,NA
1948-06-01,Durable Goods: Fabricated Metal Products,NA
1948-07-01,Durable Goods: Fabricated Metal Products,NA
1948-08-01,Durable Goods: Fabricated Metal Products,NA
1948-09-01,Durable Goods: Fabricated Metal Products,NA
1948-10-01,Durable Goods: Fabricated Metal Products,NA
1948-11-01,Durable Goods: Fabricated Metal Products,NA
1948-12-01,Durable Goods: Fabricated Metal Products,NA
1949-01-01,Durable Goods: Fabricated Metal Products,NA
1949-02-01,Durable Goods: Fabricated Metal Products,NA
1949-03-01,Durable Goods: Fabricated Metal Products,NA
1949-04-01,Durable Goods: Fabricated Metal Products,NA
1949-05-01,Durable Goods: Fabricated Metal Products,NA
1949-06-01,Durable Goods: Fabricated Metal Products,NA
1949-07-01,Durable Goods: Fabricated Metal Products,NA
1949-08-01,Durable Goods: Fabricated Metal Products,NA
1949-09-01,Durable Goods: Fabricated Metal Products,NA
1949-10-01,Durable Goods: Fabricated Metal Products,NA
1949-11-01,Durable Goods: Fabricated Metal Products,NA
1949-12-01,Durable Goods: Fabricated Metal Products,NA
1950-01-01,Durable Goods: Fabricated Metal Products,NA
1950-02-01,Durable Goods: Fabricated Metal Products,NA
1950-03-01,Durable Goods: Fabricated Metal Products,NA
1950-04-01,Durable Goods: Fabricated Metal Products,NA
1950-05-01,Durable Goods: Fabricated Metal Products,NA
1950-06-01,Durable Goods: Fabricated Metal Products,NA
1950-07-01,Durable Goods: Fabricated Metal Products,NA
1950-08-01,Durable Goods: Fabricated Metal Products,NA
1950-09-01,Durable Goods: Fabricated Metal Products,NA
1950-10-01,Durable Goods: Fabricated Metal Products,NA
1950-11-01,Durable Goods: Fabricated Metal Products,NA
1950-12-01,Durable Goods: Fabricated Metal Products,NA
1951-01-01,Durable Goods: Fabricated Metal Products,NA
1951-02-01,Durable Goods: Fabricated Metal Products,NA
1951-03-01,Durable Goods: Fabricated Metal Products,NA
1951-04-01,Durable Goods: Fabricated Metal Products,NA
1951-05-01,Durable Goods: Fabricated Metal Products,NA
1951-06-01,Durable Goods: Fabricated Metal Products,NA
1951-07-01,Durable Goods: Fabricated Metal Products,NA
1951-08-01,Durable Goods: Fabricated Metal Products,NA
1951-09-01,Durable Goods: Fabricated Metal Products,NA
1951-10-01,Durable Goods: Fabricated Metal Products,NA
1951-11-01,Durable Goods: Fabricated Metal Products,NA
1951-12-01,Durable Goods: Fabricated Metal Products,NA
1952-01-01,Durable Goods: Fabricated Metal Products,NA
1952-02-01,Durable Goods: Fabricated Metal Products,NA
1952-03-01,Durable Goods: Fabricated Metal Products,NA
1952-04-01,Durable Goods: Fabricated Metal Products,NA
1952-05-01,Durable Goods: Fabricated Metal Products,NA
1952-06-01,Durable Goods: Fabricated Metal Products,NA
1952-07-01,Durable Goods: Fabricated Metal Products,NA
1952-08-01,Durable Goods: Fabricated Metal Products,NA
1952-09-01,Durable Goods: Fabricated Metal Products,NA
1952-10-01,Durable Goods: Fabricated Metal Products,NA
1952-11-01,Durable Goods: Fabricated Metal Products,NA
1952-12-01,Durable Goods: Fabricated Metal Products,NA
1953-01-01,Durable Goods: Fabricated Metal Products,NA
1953-02-01,Durable Goods: Fabricated Metal Products,NA
1953-03-01,Durable Goods: Fabricated Metal Products,NA
1953-04-01,Durable Goods: Fabricated Metal Products,NA
1953-05-01,Durable Goods: Fabricated Metal Products,NA
1953-06-01,Durable Goods: Fabricated Metal Products,NA
1953-07-01,Durable Goods: Fabricated Metal Products,NA
1953-08-01,Durable Goods: Fabricated Metal Products,NA
1953-09-01,Durable Goods: Fabricated Metal Products,NA
1953-10-01,Durable Goods: Fabricated Metal Products,NA
1953-11-01,Durable Goods: Fabricated Metal Products,NA
1953-12-01,Durable Goods: Fabricated Metal Products,NA
1954-01-01,Durable Goods: Fabricated Metal Products,NA
1954-02-01,Durable Goods: Fabricated Metal Products,NA
1954-03-01,Durable Goods: Fabricated Metal Products,NA
1954-04-01,Durable Goods: Fabricated Metal Products,NA
1954-05-01,Durable Goods: Fabricated Metal Products,NA
1954-06-01,Durable Goods: Fabricated Metal Products,NA
1954-07-01,Durable Goods: Fabricated Metal Products,NA
1954-08-01,Durable Goods: Fabricated Metal Products,NA
1954-09-01,Durable Goods: Fabricated Metal Products,NA
1954-10-01,Durable Goods: Fabricated Metal Products,NA
1954-11-01,Durable Goods: Fabricated Metal Products,NA
1954-12-01,Durable Goods: Fabricated Metal Products,NA
1955-01-01,Durable Goods: Fabricated Metal Products,NA
1955-02-01,Durable Goods: Fabricated Metal Products,NA
1955-03-01,Durable Goods: Fabricated Metal Products,NA
1955-04-01,Durable Goods: Fabricated Metal Products,NA
1955-05-01,Durable Goods: Fabricated Metal Products,NA
1955-06-01,Durable Goods: Fabricated Metal Products,NA
1955-07-01,Durable Goods: Fabricated Metal Products,NA
1955-08-01,Durable Goods: Fabricated Metal Products,NA
1955-09-01,Durable Goods: Fabricated Metal Products,NA
1955-10-01,Durable Goods: Fabricated Metal Products,NA
1955-11-01,Durable Goods: Fabricated Metal Products,NA
1955-12-01,Durable Goods: Fabricated Metal Products,NA
1956-01-01,Durable Goods: Fabricated Metal Products,NA
1956-02-01,Durable Goods: Fabricated Metal Products,NA
1956-03-01,Durable Goods: Fabricated Metal Products,NA
1956-04-01,Durable Goods: Fabricated Metal Products,NA
1956-05-01,Durable Goods: Fabricated Metal Products,NA
1956-06-01,Durable Goods: Fabricated Metal Products,NA
1956-07-01,Durable Goods: Fabricated Metal Products,NA
1956-08-01,Durable Goods: Fabricated Metal Products,NA
1956-09-01,Durable Goods: Fabricated Metal Products,NA
1956-10-01,Durable Goods: Fabricated Metal Products,NA
1956-11-01,Durable Goods: Fabricated Metal Products,NA
1956-12-01,Durable Goods: Fabricated Metal Products,NA
1957-01-01,Durable Goods: Fabricated Metal Products,NA
1957-02-01,Durable Goods: Fabricated Metal Products,NA
1957-03-01,Durable Goods: Fabricated Metal Products,NA
1957-04-01,Durable Goods: Fabricated Metal Products,NA
1957-05-01,Durable Goods: Fabricated Metal Products,NA
1957-06-01,Durable Goods: Fabricated Metal Products,NA
1957-07-01,Durable Goods: Fabricated Metal Products,NA
1957-08-01,Durable Goods: Fabricated Metal Products,NA
1957-09-01,Durable Goods: Fabricated Metal Products,NA
1957-10-01,Durable Goods: Fabricated Metal Products,NA
1957-11-01,Durable Goods: Fabricated Metal Products,NA
1957-12-01,Durable Goods: Fabricated Metal Products,NA
1958-01-01,Durable Goods: Fabricated Metal Products,NA
1958-02-01,Durable Goods: Fabricated Metal Products,NA
1958-03-01,Durable Goods: Fabricated Metal Products,NA
1958-04-01,Durable Goods: Fabricated Metal Products,NA
1958-05-01,Durable Goods: Fabricated Metal Products,NA
1958-06-01,Durable Goods: Fabricated Metal Products,NA
1958-07-01,Durable Goods: Fabricated Metal Products,NA
1958-08-01,Durable Goods: Fabricated Metal Products,NA
1958-09-01,Durable Goods: Fabricated Metal Products,NA
1958-10-01,Durable Goods: Fabricated Metal Products,NA
1958-11-01,Durable Goods: Fabricated Metal Products,NA
1958-12-01,Durable Goods: Fabricated Metal Products,NA
1959-01-01,Durable Goods: Fabricated Metal Products,NA
1959-02-01,Durable Goods: Fabricated Metal Products,NA
1959-03-01,Durable Goods: Fabricated Metal Products,NA
1959-04-01,Durable Goods: Fabricated Metal Products,NA
1959-05-01,Durable Goods: Fabricated Metal Products,NA
1959-06-01,Durable Goods: Fabricated Metal Products,NA
1959-07-01,Durable Goods: Fabricated Metal Products,NA
1959-08-01,Durable Goods: Fabricated Metal Products,NA
1959-09-01,Durable Goods: Fabricated Metal Products,NA
1959-10-01,Durable Goods: Fabricated Metal Products,NA
1959-11-01,Durable Goods: Fabricated Metal Products,NA
1959-12-01,Durable Goods: Fabricated Metal Products,NA
1960-01-01,Durable Goods: Fabricated Metal Products,NA
1960-02-01,Durable Goods: Fabricated Metal Products,NA
1960-03-01,Durable Goods: Fabricated Metal Products,NA
1960-04-01,Durable Goods: Fabricated Metal Products,NA
1960-05-01,Durable Goods: Fabricated Metal Products,NA
1960-06-01,Durable Goods: Fabricated Metal Products,NA
1960-07-01,Durable Goods: Fabricated Metal Products,NA
1960-08-01,Durable Goods: Fabricated Metal Products,NA
1960-09-01,Durable Goods: Fabricated Metal Products,NA
1960-10-01,Durable Goods: Fabricated Metal Products,NA
1960-11-01,Durable Goods: Fabricated Metal Products,NA
1960-12-01,Durable Goods: Fabricated Metal Products,NA
1961-01-01,Durable Goods: Fabricated Metal Products,NA
1961-02-01,Durable Goods: Fabricated Metal Products,NA
1961-03-01,Durable Goods: Fabricated Metal Products,NA
1961-04-01,Durable Goods: Fabricated Metal Products,NA
1961-05-01,Durable Goods: Fabricated Metal Products,NA
1961-06-01,Durable Goods: Fabricated Metal Products,NA
1961-07-01,Durable Goods: Fabricated Metal Products,NA
1961-08-01,Durable Goods: Fabricated Metal Products,NA
1961-09-01,Durable Goods: Fabricated Metal Products,NA
1961-10-01,Durable Goods: Fabricated Metal Products,NA
1961-11-01,Durable Goods: Fabricated Metal Products,NA
1961-12-01,Durable Goods: Fabricated Metal Products,NA
1962-01-01,Durable Goods: Fabricated Metal Products,NA
1962-02-01,Durable Goods: Fabricated Metal Products,NA
1962-03-01,Durable Goods: Fabricated Metal Products,NA
1962-04-01,Durable Goods: Fabricated Metal Products,NA
1962-05-01,Durable Goods: Fabricated Metal Products,NA
1962-06-01,Durable Goods: Fabricated Metal Products,NA
1962-07-01,Durable Goods: Fabricated Metal Products,NA
1962-08-01,Durable Goods: Fabricated Metal Products,NA
1962-09-01,Durable Goods: Fabricated Metal Products,NA
1962-10-01,Durable Goods: Fabricated Metal Products,NA
1962-11-01,Durable Goods: Fabricated Metal Products,NA
1962-12-01,Durable Goods: Fabricated Metal Products,NA
1963-01-01,Durable Goods: Fabricated Metal Products,NA
1963-02-01,Durable Goods: Fabricated Metal Products,NA
1963-03-01,Durable Goods: Fabricated Metal Products,NA
1963-04-01,Durable Goods: Fabricated Metal Products,NA
1963-05-01,Durable Goods: Fabricated Metal Products,NA
1963-06-01,Durable Goods: Fabricated Metal Products,NA
1963-07-01,Durable Goods: Fabricated Metal Products,NA
1963-08-01,Durable Goods: Fabricated Metal Products,NA
1963-09-01,Durable Goods: Fabricated Metal Products,NA
1963-10-01,Durable Goods: Fabricated Metal Products,NA
1963-11-01,Durable Goods: Fabricated Metal Products,NA
1963-12-01,Durable Goods: Fabricated Metal Products,NA
1964-01-01,Durable Goods: Fabricated Metal Products,NA
1964-02-01,Durable Goods: Fabricated Metal Products,NA
1964-03-01,Durable Goods: Fabricated Metal Products,NA
1964-04-01,Durable Goods: Fabricated Metal Products,NA
1964-05-01,Durable Goods: Fabricated Metal Products,NA
1964-06-01,Durable Goods: Fabricated Metal Products,NA
1964-07-01,Durable Goods: Fabricated Metal Products,NA
1964-08-01,Durable Goods: Fabricated Metal Products,NA
1964-09-01,Durable Goods: Fabricated Metal Products,NA
1964-10-01,Durable Goods: Fabricated Metal Products,NA
1964-11-01,Durable Goods: Fabricated Metal Products,NA
1964-12-01,Durable Goods: Fabricated Metal Products,NA
1965-01-01,Durable Goods: Fabricated Metal Products,NA
1965-02-01,Durable Goods: Fabricated Metal Products,NA
1965-03-01,Durable Goods: Fabricated Metal Products,NA
1965-04-01,Durable Goods: Fabricated Metal Products,NA
1965-05-01,Durable Goods: Fabricated Metal Products,NA
1965-06-01,Durable Goods: Fabricated Metal Products,NA
1965-07-01,Durable Goods: Fabricated Metal Products,NA
1965-08-01,Durable Goods: Fabricated Metal Products,NA
1965-09-01,Durable Goods: Fabricated Metal Products,NA
1965-10-01,Durable Goods: Fabricated Metal Products,NA
1965-11-01,Durable Goods: Fabricated Metal Products,NA
1965-12-01,Durable Goods: Fabricated Metal Products,NA
1966-01-01,Durable Goods: Fabricated Metal Products,NA
1966-02-01,Durable Goods: Fabricated Metal Products,NA
1966-03-01,Durable Goods: Fabricated Metal Products,NA
1966-04-01,Durable Goods: Fabricated Metal Products,NA
1966-05-01,Durable Goods: Fabricated Metal Products,NA
1966-06-01,Durable Goods: Fabricated Metal Products,NA
1966-07-01,Durable Goods: Fabricated Metal Products,NA
1966-08-01,Durable Goods: Fabricated Metal Products,NA
1966-09-01,Durable Goods: Fabricated Metal Products,NA
1966-10-01,Durable Goods: Fabricated Metal Products,NA
1966-11-01,Durable Goods: Fabricated Metal Products,NA
1966-12-01,Durable Goods: Fabricated Metal Products,NA
1967-01-01,Durable Goods: Fabricated Metal Products,NA
1967-02-01,Durable Goods: Fabricated Metal Products,NA
1967-03-01,Durable Goods: Fabricated Metal Products,NA
1967-04-01,Durable Goods: Fabricated Metal Products,NA
1967-05-01,Durable Goods: Fabricated Metal Products,NA
1967-06-01,Durable Goods: Fabricated Metal Products,NA
1967-07-01,Durable Goods: Fabricated Metal Products,NA
1967-08-01,Durable Goods: Fabricated Metal Products,NA
1967-09-01,Durable Goods: Fabricated Metal Products,NA
1967-10-01,Durable Goods: Fabricated Metal Products,NA
1967-11-01,Durable Goods: Fabricated Metal Products,NA
1967-12-01,Durable Goods: Fabricated Metal Products,NA
1968-01-01,Durable Goods: Fabricated Metal Products,NA
1968-02-01,Durable Goods: Fabricated Metal Products,NA
1968-03-01,Durable Goods: Fabricated Metal Products,NA
1968-04-01,Durable Goods: Fabricated Metal Products,NA
1968-05-01,Durable Goods: Fabricated Metal Products,NA
1968-06-01,Durable Goods: Fabricated Metal Products,NA
1968-07-01,Durable Goods: Fabricated Metal Products,NA
1968-08-01,Durable Goods: Fabricated Metal Products,NA
1968-09-01,Durable Goods: Fabricated Metal Products,NA
1968-10-01,Durable Goods: Fabricated Metal Products,NA
1968-11-01,Durable Goods: Fabricated Metal Products,NA
1968-12-01,Durable Goods: Fabricated Metal Products,NA
1969-01-01,Durable Goods: Fabricated Metal Products,NA
1969-02-01,Durable Goods: Fabricated Metal Products,NA
1969-03-01,Durable Goods: Fabricated Metal Products,NA
1969-04-01,Durable Goods: Fabricated Metal Products,NA
1969-05-01,Durable Goods: Fabricated Metal Products,NA
1969-06-01,Durable Goods: Fabricated Metal Products,NA
1969-07-01,Durable Goods: Fabricated Metal Products,NA
1969-08-01,Durable Goods: Fabricated Metal Products,NA
1969-09-01,Durable Goods: Fabricated Metal Products,NA
1969-10-01,Durable Goods: Fabricated Metal Products,NA
1969-11-01,Durable Goods: Fabricated Metal Products,NA
1969-12-01,Durable Goods: Fabricated Metal Products,NA
1970-01-01,Durable Goods: Fabricated Metal Products,NA
1970-02-01,Durable Goods: Fabricated Metal Products,NA
1970-03-01,Durable Goods: Fabricated Metal Products,NA
1970-04-01,Durable Goods: Fabricated Metal Products,NA
1970-05-01,Durable Goods: Fabricated Metal Products,NA
1970-06-01,Durable Goods: Fabricated Metal Products,NA
1970-07-01,Durable Goods: Fabricated Metal Products,NA
1970-08-01,Durable Goods: Fabricated Metal Products,NA
1970-09-01,Durable Goods: Fabricated Metal Products,NA
1970-10-01,Durable Goods: Fabricated Metal Products,NA
1970-11-01,Durable Goods: Fabricated Metal Products,NA
1970-12-01,Durable Goods: Fabricated Metal Products,NA
1971-01-01,Durable Goods: Fabricated Metal Products,NA
1971-02-01,Durable Goods: Fabricated Metal Products,NA
1971-03-01,Durable Goods: Fabricated Metal Products,NA
1971-04-01,Durable Goods: Fabricated Metal Products,NA
1971-05-01,Durable Goods: Fabricated Metal Products,NA
1971-06-01,Durable Goods: Fabricated Metal Products,NA
1971-07-01,Durable Goods: Fabricated Metal Products,NA
1971-08-01,Durable Goods: Fabricated Metal Products,NA
1971-09-01,Durable Goods: Fabricated Metal Products,NA
1971-10-01,Durable Goods: Fabricated Metal Products,NA
1971-11-01,Durable Goods: Fabricated Metal Products,NA
1971-12-01,Durable Goods: Fabricated Metal Products,NA
1972-01-01,Durable Goods: Fabricated Metal Products,NA
1972-02-01,Durable Goods: Fabricated Metal Products,NA
1972-03-01,Durable Goods: Fabricated Metal Products,NA
1972-04-01,Durable Goods: Fabricated Metal Products,NA
1972-05-01,Durable Goods: Fabricated Metal Products,NA
1972-06-01,Durable Goods: Fabricated Metal Products,NA
1972-07-01,Durable Goods: Fabricated Metal Products,NA
1972-08-01,Durable Goods: Fabricated Metal Products,NA
1972-09-01,Durable Goods: Fabricated Metal Products,NA
1972-10-01,Durable Goods: Fabricated Metal Products,NA
1972-11-01,Durable Goods: Fabricated Metal Products,NA
1972-12-01,Durable Goods: Fabricated Metal Products,NA
1973-01-01,Durable Goods: Fabricated Metal Products,NA
1973-02-01,Durable Goods: Fabricated Metal Products,NA
1973-03-01,Durable Goods: Fabricated Metal Products,NA
1973-04-01,Durable Goods: Fabricated Metal Products,NA
1973-05-01,Durable Goods: Fabricated Metal Products,NA
1973-06-01,Durable Goods: Fabricated Metal Products,NA
