State,Industry,Series ID,Month,Turnover
New South Wales,Clothing retailing,A3349399C,2005-07-01,261.4
New South Wales,Clothing retailing,A3349399C,2005-08-01,252.1
New South Wales,Clothing retailing,A3349399C,2005-09-01,276.5
New South Wales,Clothing retailing,A3349399C,2005-10-01,287
New South Wales,Clothing retailing,A3349399C,2005-11-01,301.8
New South Wales,Clothing retailing,A3349399C,2005-12-01,422.8
New South Wales,Clothing retailing,A3349399C,2006-01-01,275.7
New South Wales,Clothing retailing,A3349399C,2006-02-01,215.7
New South Wales,Clothing retailing,A3349399C,2006-03-01,253.6
New South Wales,Clothing retailing,A3349399C,2006-04-01,279.2
New South Wales,Clothing retailing,A3349399C,2006-05-01,298
New South Wales,Clothing retailing,A3349399C,2006-06-01,286.8
New South Wales,Clothing retailing,A3349399C,2006-07-01,264.7
New South Wales,Clothing retailing,A3349399C,2006-08-01,265.1
New South Wales,Clothing retailing,A3349399C,2006-09-01,295.8
New South Wales,Clothing retailing,A3349399C,2006-10-01,317.5
New South Wales,Clothing retailing,A3349399C,2006-11-01,326.7
New South Wales,Clothing retailing,A3349399C,2006-12-01,456.7
New South Wales,Clothing retailing,A3349399C,2007-01-01,302.1
New South Wales,Clothing retailing,A3349399C,2007-02-01,243.8
New South Wales,Clothing retailing,A3349399C,2007-03-01,295.2
New South Wales,Clothing retailing,A3349399C,2007-04-01,299.8
New South Wales,Clothing retailing,A3349399C,2007-05-01,311.2
New South Wales,Clothing retailing,A3349399C,2007-06-01,332.7
New South Wales,Clothing retailing,A3349399C,2007-07-01,303.3
New South Wales,Clothing retailing,A3349399C,2007-08-01,286.2
New South Wales,Clothing retailing,A3349399C,2007-09-01,298
New South Wales,Clothing retailing,A3349399C,2007-10-01,342.2
New South Wales,Clothing retailing,A3349399C,2007-11-01,346.3
New South Wales,Clothing retailing,A3349399C,2007-12-01,490.6
New South Wales,Clothing retailing,A3349399C,2008-01-01,335.3
New South Wales,Clothing retailing,A3349399C,2008-02-01,271.6
New South Wales,Clothing retailing,A3349399C,2008-03-01,288.4
New South Wales,Clothing retailing,A3349399C,2008-04-01,350.2
New South Wales,Clothing retailing,A3349399C,2008-05-01,357.6
New South Wales,Clothing retailing,A3349399C,2008-06-01,319.8
New South Wales,Clothing retailing,A3349399C,2008-07-01,329.7
New South Wales,Clothing retailing,A3349399C,2008-08-01,310.5
New South Wales,Clothing retailing,A3349399C,2008-09-01,325.5
New South Wales,Clothing retailing,A3349399C,2008-10-01,341.9
New South Wales,Clothing retailing,A3349399C,2008-11-01,351.7
New South Wales,Clothing retailing,A3349399C,2008-12-01,535.3
New South Wales,Clothing retailing,A3349399C,2009-01-01,360.8
New South Wales,Clothing retailing,A3349399C,2009-02-01,280.3
New South Wales,Clothing retailing,A3349399C,2009-03-01,333.3
New South Wales,Clothing retailing,A3349399C,2009-04-01,375.8
New South Wales,Clothing retailing,A3349399C,2009-05-01,409.1
New South Wales,Clothing retailing,A3349399C,2009-06-01,379.5
New South Wales,Clothing retailing,A3349399C,2009-07-01,357
New South Wales,Clothing retailing,A3349399C,2009-08-01,343.8
New South Wales,Clothing retailing,A3349399C,2009-09-01,364.3
New South Wales,Clothing retailing,A3349399C,2009-10-01,378.5
New South Wales,Clothing retailing,A3349399C,2009-11-01,411
New South Wales,Clothing retailing,A3349399C,2009-12-01,587
New South Wales,Clothing retailing,A3349399C,2010-01-01,317.2
New South Wales,Clothing retailing,A3349399C,2010-02-01,244.7
New South Wales,Clothing retailing,A3349399C,2010-03-01,301.4
New South Wales,Clothing retailing,A3349399C,2010-04-01,323.9
New South Wales,Clothing retailing,A3349399C,2010-05-01,368.1
New South Wales,Clothing retailing,A3349399C,2010-06-01,342.6
New South Wales,Clothing retailing,A3349399C,2010-07-01,331.5
New South Wales,Clothing retailing,A3349399C,2010-08-01,324.5
New South Wales,Clothing retailing,A3349399C,2010-09-01,348
New South Wales,Clothing retailing,A3349399C,2010-10-01,332
New South Wales,Clothing retailing,A3349399C,2010-11-01,358.2
New South Wales,Clothing retailing,A3349399C,2010-12-01,539.8
New South Wales,Clothing retailing,A3349399C,2011-01-01,318.7
New South Wales,Clothing retailing,A3349399C,2011-02-01,268.9
New South Wales,Clothing retailing,A3349399C,2011-03-01,320.1
New South Wales,Clothing retailing,A3349399C,2011-04-01,340.1
New South Wales,Clothing retailing,A3349399C,2011-05-01,359.8
New South Wales,Clothing retailing,A3349399C,2011-06-01,327.3
New South Wales,Clothing retailing,A3349399C,2011-07-01,305.6
New South Wales,Clothing retailing,A3349399C,2011-08-01,299.4
New South Wales,Clothing retailing,A3349399C,2011-09-01,324.7
New South Wales,Clothing retailing,A3349399C,2011-10-01,330
New South Wales,Clothing retailing,A3349399C,2011-11-01,354.5
New South Wales,Clothing retailing,A3349399C,2011-12-01,547.4
New South Wales,Clothing retailing,A3349399C,2012-01-01,342.5
New South Wales,Clothing retailing,A3349399C,2012-02-01,275.1
New South Wales,Clothing retailing,A3349399C,2012-03-01,328.9
New South Wales,Clothing retailing,A3349399C,2012-04-01,338.2
New South Wales,Clothing retailing,A3349399C,2012-05-01,386.6
New South Wales,Clothing retailing,A3349399C,2012-06-01,370.2
New South Wales,Clothing retailing,A3349399C,2012-07-01,347.6
New South Wales,Clothing retailing,A3349399C,2012-08-01,329.5
New South Wales,Clothing retailing,A3349399C,2012-09-01,369.4
New South Wales,Clothing retailing,A3349399C,2012-10-01,365.4
New South Wales,Clothing retailing,A3349399C,2012-11-01,383.3
New South Wales,Clothing retailing,A3349399C,2012-12-01,579.3
New South Wales,Clothing retailing,A3349399C,2013-01-01,369.3
New South Wales,Clothing retailing,A3349399C,2013-02-01,299.3
New South Wales,Clothing retailing,A3349399C,2013-03-01,337.6
New South Wales,Clothing retailing,A3349399C,2013-04-01,388.1
New South Wales,Clothing retailing,A3349399C,2013-05-01,422.7
New South Wales,Clothing retailing,A3349399C,2013-06-01,400.8
New South Wales,Clothing retailing,A3349399C,2013-07-01,397.5
New South Wales,Clothing retailing,A3349399C,2013-08-01,385.8
New South Wales,Clothing retailing,A3349399C,2013-09-01,433.1
New South Wales,Clothing retailing,A3349399C,2013-10-01,462.3
New South Wales,Clothing retailing,A3349399C,2013-11-01,474.1
New South Wales,Clothing retailing,A3349399C,2013-12-01,666.5
New South Wales,Clothing retailing,A3349399C,2014-01-01,440.4
New South Wales,Clothing retailing,A3349399C,2014-02-01,341.9
New South Wales,Clothing retailing,A3349399C,2014-03-01,412.6
New South Wales,Clothing retailing,A3349399C,2014-04-01,441.7
New South Wales,Clothing retailing,A3349399C,2014-05-01,459.4
New South Wales,Clothing retailing,A3349399C,2014-06-01,447.8
New South Wales,Clothing retailing,A3349399C,2014-07-01,413.6
New South Wales,Clothing retailing,A3349399C,2014-08-01,388.1
New South Wales,Clothing retailing,A3349399C,2014-09-01,434.2
New South Wales,Clothing retailing,A3349399C,2014-10-01,449.6
New South Wales,Clothing retailing,A3349399C,2014-11-01,458.3
New South Wales,Clothing retailing,A3349399C,2014-12-01,692.7
New South Wales,Clothing retailing,A3349399C,2015-01-01,453.3
New South Wales,Clothing retailing,A3349399C,2015-02-01,343.9
New South Wales,Clothing retailing,A3349399C,2015-03-01,419.6
New South Wales,Clothing retailing,A3349399C,2015-04-01,464.9
New South Wales,Clothing retailing,A3349399C,2015-05-01,482.6
New South Wales,Clothing retailing,A3349399C,2015-06-01,458.4
New South Wales,Clothing retailing,A3349399C,2015-07-01,443.7
New South Wales,Clothing retailing,A3349399C,2015-08-01,412.2
New South Wales,Clothing retailing,A3349399C,2015-09-01,447.9
New South Wales,Clothing retailing,A3349399C,2015-10-01,476.1
New South Wales,Clothing retailing,A3349399C,2015-11-01,481.2
New South Wales,Clothing retailing,A3349399C,2015-12-01,756.8
New South Wales,Clothing retailing,A3349399C,2016-01-01,468.7
New South Wales,Clothing retailing,A3349399C,2016-02-01,381.1
New South Wales,Clothing retailing,A3349399C,2016-03-01,460.5
New South Wales,Clothing retailing,A3349399C,2016-04-01,488.3
New South Wales,Clothing retailing,A3349399C,2016-05-01,489.8
New South Wales,Clothing retailing,A3349399C,2016-06-01,514.3
New South Wales,Clothing retailing,A3349399C,2016-07-01,460.5
New South Wales,Clothing retailing,A3349399C,2016-08-01,438.4
New South Wales,Clothing retailing,A3349399C,2016-09-01,469.7
New South Wales,Clothing retailing,A3349399C,2016-10-01,479.8
New South Wales,Clothing retailing,A3349399C,2016-11-01,529.3
New South Wales,Clothing retailing,A3349399C,2016-12-01,809.2
New South Wales,Clothing retailing,A3349399C,2017-01-01,494.5
New South Wales,Clothing retailing,A3349399C,2017-02-01,380.3
New South Wales,Clothing retailing,A3349399C,2017-03-01,469.6
New South Wales,Clothing retailing,A3349399C,2017-04-01,491.2
New South Wales,Clothing retailing,A3349399C,2017-05-01,532.1
New South Wales,Clothing retailing,A3349399C,2017-06-01,526.9
New South Wales,Clothing retailing,A3349399C,2017-07-01,473.9
New South Wales,Clothing retailing,A3349399C,2017-08-01,460.5
New South Wales,Clothing retailing,A3349399C,2017-09-01,490.8
New South Wales,Clothing retailing,A3349399C,2017-10-01,507.4
New South Wales,Clothing retailing,A3349399C,2017-11-01,556.2
New South Wales,Clothing retailing,A3349399C,2017-12-01,791.2
New South Wales,Clothing retailing,A3349399C,2018-01-01,521.4
New South Wales,Clothing retailing,A3349399C,2018-02-01,402.9
New South Wales,Clothing retailing,A3349399C,2018-03-01,476.1
New South Wales,Clothing retailing,A3349399C,2018-04-01,475.4
New South Wales,Clothing retailing,A3349399C,2018-05-01,566.1
New South Wales,Clothing retailing,A3349399C,2018-06-01,560
New South Wales,Clothing retailing,A3349399C,2018-07-01,483.1
New South Wales,Clothing retailing,A3349399C,2018-08-01,473.9
New South Wales,Clothing retailing,A3349399C,2018-09-01,489.8
New South Wales,Clothing retailing,A3349399C,2018-10-01,524.3
New South Wales,Clothing retailing,A3349399C,2018-11-01,563.8
New South Wales,Clothing retailing,A3349399C,2018-12-01,793.1
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1982-04-01,126.7
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1982-05-01,141.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1982-06-01,127.6
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1982-07-01,128.8
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1982-08-01,112.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1982-09-01,121.6
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1982-10-01,115.2
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1982-11-01,134.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1982-12-01,194.6
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1983-01-01,109.8
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1983-02-01,102.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1983-03-01,127.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1983-04-01,150.6
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1983-05-01,153.9
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1983-06-01,140.7
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1983-07-01,131.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1983-08-01,130.2
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1983-09-01,142.9
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1983-10-01,135.2
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1983-11-01,151.2
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1983-12-01,214.8
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1984-01-01,117.9
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1984-02-01,117.2
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1984-03-01,148.8
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1984-04-01,139.2
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1984-05-01,173
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1984-06-01,138
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1984-07-01,141.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1984-08-01,145.7
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1984-09-01,142.2
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1984-10-01,164.2
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1984-11-01,177.8
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1984-12-01,231.6
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1985-01-01,139.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1985-02-01,127.1
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1985-03-01,140.8
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1985-04-01,160.7
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1985-05-01,196.9
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1985-06-01,157.9
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1985-07-01,168.6
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1985-08-01,162.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1985-09-01,158.1
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1985-10-01,194.9
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1985-11-01,213.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1985-12-01,277.7
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1986-01-01,166.4
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1986-02-01,140.2
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1986-03-01,147.4
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1986-04-01,172.1
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1986-05-01,214.8
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1986-06-01,177.4
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1986-07-01,179.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1986-08-01,168.6
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1986-09-01,177.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1986-10-01,199
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1986-11-01,197.4
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1986-12-01,287.9
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1987-01-01,161.7
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1987-02-01,143
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1987-03-01,163.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1987-04-01,186.9
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1987-05-01,214.7
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1987-06-01,189.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1987-07-01,199.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1987-08-01,178.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1987-09-01,199.1
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1987-10-01,211
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1987-11-01,208.4
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1987-12-01,302
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1988-01-01,180.6
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1988-02-01,176.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1988-03-01,194.1
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1988-04-01,198.7
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1988-05-01,214.2
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1988-06-01,202.7
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1988-07-01,195.9
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1988-08-01,189.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1988-09-01,219.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1988-10-01,221.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1988-11-01,238.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1988-12-01,346.9
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1989-01-01,214.8
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1989-02-01,176.8
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1989-03-01,210.1
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1989-04-01,227.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1989-05-01,241.8
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1989-06-01,236.8
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1989-07-01,228.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1989-08-01,211.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1989-09-01,233.7
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1989-10-01,233.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1989-11-01,266.9
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1989-12-01,362.2
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1990-01-01,224.8
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1990-02-01,193.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1990-03-01,232.2
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1990-04-01,239.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1990-05-01,274.7
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1990-06-01,239.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1990-07-01,236.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1990-08-01,232.8
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1990-09-01,244.7
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1990-10-01,264.7
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1990-11-01,285.7
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1990-12-01,387
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1991-01-01,245.9
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1991-02-01,209.4
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1991-03-01,230.4
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1991-04-01,265.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1991-05-01,294.6
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1991-06-01,255.7
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1991-07-01,290.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1991-08-01,259
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1991-09-01,258.8
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1991-10-01,307.7
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1991-11-01,301
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1991-12-01,428.4
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1992-01-01,292.9
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1992-02-01,259.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1992-03-01,264.7
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1992-04-01,294.1
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1992-05-01,318.6
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1992-06-01,301.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1992-07-01,304.4
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1992-08-01,254.1
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1992-09-01,265.4
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1992-10-01,294
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1992-11-01,299.8
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1992-12-01,403.8
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1993-01-01,259.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1993-02-01,223.9
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1993-03-01,248.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1993-04-01,257.9
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1993-05-01,292.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1993-06-01,275.6
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1993-07-01,267.6
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1993-08-01,244.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1993-09-01,261.7
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1993-10-01,276.4
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1993-11-01,291.7
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1993-12-01,415.1
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1994-01-01,265.2
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1994-02-01,225.6
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1994-03-01,267.8
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1994-04-01,275.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1994-05-01,286.1
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1994-06-01,268.9
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1994-07-01,256.4
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1994-08-01,255.9
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1994-09-01,275.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1994-10-01,288.6
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1994-11-01,296.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1994-12-01,418.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1995-01-01,276.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1995-02-01,240
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1995-03-01,273.7
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1995-04-01,301
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1995-05-01,300.8
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1995-06-01,296.2
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1995-07-01,294.1
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1995-08-01,288.6
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1995-09-01,296.7
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1995-10-01,305.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1995-11-01,325.6
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1995-12-01,472.1
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1996-01-01,313.4
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1996-02-01,287.6
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1996-03-01,302.8
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1996-04-01,318.8
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1996-05-01,333.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1996-06-01,309.1
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1996-07-01,338.1
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1996-08-01,321.4
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1996-09-01,316.6
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1996-10-01,333.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1996-11-01,341.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1996-12-01,494.7
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1997-01-01,334.9
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1997-02-01,277
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1997-03-01,296
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1997-04-01,320.9
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1997-05-01,355.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1997-06-01,321.4
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1997-07-01,334.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1997-08-01,307.6
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1997-09-01,320.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1997-10-01,339.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1997-11-01,355.6
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1997-12-01,521.9
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1998-01-01,322
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1998-02-01,272
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1998-03-01,290.6
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1998-04-01,330.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1998-05-01,367.6
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1998-06-01,327
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1998-07-01,347.8
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1998-08-01,323.4
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1998-09-01,344.7
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1998-10-01,367.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1998-11-01,356.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1998-12-01,533
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1999-01-01,341.4
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1999-02-01,279.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1999-03-01,309.7
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1999-04-01,360.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1999-05-01,358.4
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1999-06-01,333.8
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1999-07-01,350.8
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1999-08-01,346.7
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1999-09-01,358.7
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1999-10-01,375.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1999-11-01,399.5
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,1999-12-01,591.3
New South Wales,"Clothing, footwear and personal accessory retailing",A3349871W,2000-01-01,348.3
